smi1,conc1,smi2,conc2,smi3,conc3,smi4,conc4,smi5,conc5,smi6,conc6,smi7,conc7,vesicles_formation
CCCCCCCCCC(=O)O,0.3752306745950072,CCCCCCCCCC(=O)[O-],0.04428952224727952,CCCCCCCCCCN,0.04428952224727952,CCCCCCCCCC[N+](C)(C)C.[Br-],0.30756612671721895,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.08406807463603984,CCCCCCCCCCO,0.0682796801312226,CCCCCCCCCC(=O)OCC(CO)O,0.07627639942587032,28
CCCCCCCCCC(=O)O,0.10265886459293652,CCCCCCCCCC(=O)[O-],0.09136638948771349,CCCCCCCCCCN,0.006775485063133789,CCCCCCCCCC[N+](C)(C)C.[Br-],0.2874448208602222,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.35930602607527795,CCCCCCCCCCO,0.08161379735138455,CCCCCCCCCC(=O)OCC(CO)O,0.0708346165691262,4
CCCCCCCCCC(=O)O,0.6572461386788488,CCCCCCCCCC(=O)[O-],0.1196187972395505,CCCCCCCCCCN,0.007886953664146174,CCCCCCCCCC[N+](C)(C)C.[Br-],0.0,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.147880381202741,CCCCCCCCCCO,0.014788038120274087,CCCCCCCCCC(=O)OCC(CO)O,0.0525796910943079,0
CCCCCCCCCC(=O)O,0.5615801704104475,CCCCCCCCCC(=O)[O-],0.058094500387287654,CCCCCCCCCCN,0.08830364058867725,CCCCCCCCCC[N+](C)(C)C.[Br-],0.10611928737411214,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.1425251742834791,CCCCCCCCCCO,0.0,CCCCCCCCCC(=O)OCC(CO)O,0.04337722695584146,1
CCCCCCCCCC(=O)O,0.08189776899179481,CCCCCCCCCC(=O)[O-],0.18638802598132612,CCCCCCCCCCN,0.0045184975995472805,CCCCCCCCCC[N+](C)(C)C.[Br-],0.0,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.5365715899462419,CCCCCCCCCCO,0.08895792149108746,CCCCCCCCCC(=O)OCC(CO)O,0.10166619598981423,0
CCCCCCCCCC(=O)O,0.33057851239665775,CCCCCCCCCC(=O)[O-],0.03801652892561564,CCCCCCCCCCN,0.17630853994488413,CCCCCCCCCC[N+](C)(C)C.[Br-],0.2947658402203531,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.053443526170793,CCCCCCCCCCO,0.08429752066114772,CCCCCCCCCC(=O)OCC(CO)O,0.022589531680438278,0
CCCCCCCCCC(=O)O,0.1748678324521808,CCCCCCCCCC(=O)[O-],0.1148840992273048,CCCCCCCCCCN,0.16876779178524423,CCCCCCCCCC[N+](C)(C)C.[Br-],0.24400162667746156,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.1758845058966702,CCCCCCCCCCO,0.09150061000404806,CCCCCCCCCC(=O)OCC(CO)O,0.03009353395688691,1
CCCCCCCCCC(=O)O,0.2100300042862906,CCCCCCCCCC(=O)[O-],0.07801114444919363,CCCCCCCCCCN,0.03343334762108299,CCCCCCCCCC[N+](C)(C)C.[Br-],0.1500214316330647,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.2657522503214289,CCCCCCCCCCO,0.1993141877410717,CCCCCCCCCC(=O)OCC(CO)O,0.06343763394769592,2
CCCCCCCCCC(=O)O,0.19952494061753928,CCCCCCCCCC(=O)[O-],0.04655581947742581,CCCCCCCCCCN,0.07980997624701569,CCCCCCCCCC[N+](C)(C)C.[Br-],0.31353919239899025,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.15961995249403144,CCCCCCCCCCO,0.14679334916861816,CCCCCCCCCC(=O)OCC(CO)O,0.05415676959618922,0
CCCCCCCCCC(=O)O,0.13540031397171598,CCCCCCCCCC(=O)[O-],0.03355572998429483,CCCCCCCCCCN,0.11773940345366606,CCCCCCCCCC[N+](C)(C)C.[Br-],0.0,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.3434065934065261,CCCCCCCCCCO,0.29434850863416523,CCCCCCCCCC(=O)OCC(CO)O,0.0755494505494357,0
CCCCCCCCCC(=O)O,0.266721378744314,CCCCCCCCCC(=O)[O-],0.0,CCCCCCCCCCN,0.4144439885103956,CCCCCCCCCC[N+](C)(C)C.[Br-],0.020517029134177987,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.10012310217478865,CCCCCCCCCCO,0.15387771850633503,CCCCCCCCCC(=O)OCC(CO)O,0.044316782929824466,0
CCCCCCCCCC(=O)O,0.0033870848980187772,CCCCCCCCCC(=O)[O-],0.1303291362933318,CCCCCCCCCCN,0.0,CCCCCCCCCC[N+](C)(C)C.[Br-],0.0,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.6221927693099739,CCCCCCCCCCO,0.16015020985197548,CCCCCCCCCC(=O)OCC(CO)O,0.08394079964655267,0
CCCCCCCCCC(=O)O,0.2869238005643862,CCCCCCCCCC(=O)[O-],0.18156161806205426,CCCCCCCCCCN,0.0,CCCCCCCCCC[N+](C)(C)C.[Br-],0.0,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.3292568203197876,CCCCCCCCCCO,0.11853245531512348,CCCCCCCCCC(=O)OCC(CO)O,0.08372530573846024,0
